FPR,TPR,Threshold
0.08752891793269575,0.923798690318812,0.7476
0.08757661761549286,0.9238417314846128,0.747
0.08760046745689141,0.9238601776985274,0.7466
0.08764816713968852,0.9239216650782427,0.746
0.08769586682248563,0.9240200448857872,0.7446
0.08769586682248563,0.9240323423617303,0.744
0.08769586682248563,0.9240384910997018,0.7437
0.08774356650528274,0.9240507885756448,0.743
0.0877674163466813,0.9240815322655025,0.7427
0.0877674163466813,0.9241061272173886,0.742
0.0878151160294784,0.9241368709072463,0.7417
0.08783896587087696,0.9241430196452178,0.741
0.08783896587087696,0.9241737633350755,0.7407
0.08786281571227551,0.9241860608110185,0.74
0.08791051539507262,0.9242413994527623,0.7397
0.08791051539507262,0.9242659944046484,0.7393
0.08793436523647118,0.9242844406185631,0.739
0.08795821507786973,0.9243151843084207,0.7383
0.08795821507786973,0.9243213330463922,0.738
0.08795821507786973,0.9243520767362499,0.7373
0.08800591476066684,0.9243520767362499,0.737
0.08800591476066684,0.9244074153779936,0.7363
0.0880297646020654,0.9244258615919083,0.736
0.0880297646020654,0.9244320103298798,0.7354
0.0880297646020654,0.924468902757709,0.7344
0.0880297646020654,0.9244934977095951,0.7334
0.0880297646020654,0.9245119439235097,0.733
0.08805361444346395,0.9245488363513389,0.7324
0.0880774642848625,0.924561133827282,0.732
0.08810131412626106,0.9245795800411966,0.7314
0.08810131412626106,0.9245918775171396,0.731
0.08810131412626106,0.9246103237310542,0.7305
0.08810131412626106,0.9246595136348265,0.7295
0.08814901380905817,0.9246718111107695,0.729
0.08817286365045672,0.9246902573246841,0.7285
0.08817286365045672,0.9247087035385987,0.728
0.08819671349185527,0.9247332984904848,0.7275
0.08819671349185527,0.9248070833461433,0.726
0.08822056333325383,0.9248316782980294,0.7256
0.08822056333325383,0.9248501245119439,0.725
0.08822056333325383,0.9248870169397732,0.7246
0.08824441317465238,0.9249116118916593,0.724
0.08824441317465238,0.9249300581055738,0.7236
0.08826826301605094,0.924966950533403,0.723
0.08829211285744949,0.924966950533403,0.7227
0.08829211285744949,0.9249792480093461,0.722
0.08829211285744949,0.9250099916992037,0.7217
0.08829211285744949,0.9250222891751468,0.721
0.08829211285744949,0.925046884127033,0.7207
0.08831596269884805,0.9250653303409475,0.72
0.08831596269884805,0.9251145202447197,0.719
0.0883398125402466,0.9251329664586344,0.7188
0.0883398125402466,0.9251391151966059,0.7183
0.0883398125402466,0.925151412672549,0.718
0.0883398125402466,0.9251821563624066,0.7173
0.08836366238164516,0.9251821563624066,0.717
0.08836366238164516,0.9252129000522643,0.7163
0.08836366238164516,0.9252251975282073,0.716
0.08836366238164516,0.925255941218065,0.7153
0.08843521190584083,0.9252682386940081,0.715
0.08843521190584083,0.9252928336458942,0.7144
0.08843521190584083,0.9253297260737233,0.714
0.08848291158863794,0.9253358748116949,0.7134
0.08853061127143505,0.9253727672395241,0.713
0.08860216079563071,0.9253850647154671,0.7124
0.08860216079563071,0.9254035109293818,0.712
0.08860216079563071,0.925464998309097,0.711
0.08862601063702927,0.9254957419989547,0.7104
0.08862601063702927,0.9255080394748978,0.71
0.08862601063702927,0.9255387831647555,0.7095
0.08862601063702927,0.92555722937867,0.709
0.08864986047842782,0.9256002705444707,0.7085
0.08867371031982638,0.9256248654963569,0.708
0.08869756016122493,0.9256248654963569,0.7075
0.08869756016122493,0.9256371629722999,0.707
0.08869756016122493,0.9256556091862145,0.7065
0.08872141000262349,0.9256925016140437,0.706
0.0887691096854206,0.9257047990899868,0.7056
0.0887691096854206,0.9257293940418729,0.705
0.08879295952681915,0.9257478402557875,0.7046
0.08879295952681915,0.9257601377317306,0.7036
0.08879295952681915,0.9257908814215883,0.703
0.08879295952681915,0.9258277738494174,0.7026
0.08879295952681915,0.925846220063332,0.702
0.0888168093682177,0.9258831124911612,0.7017
0.0888168093682177,0.9259445998708765,0.701
0.0888168093682177,0.9259630460847911,0.7007
0.0888168093682177,0.9260183847265349,0.7
0.0888168093682177,0.9260368309404494,0.6997
0.08884065920961626,0.9260552771543641,0.699
0.08888835889241337,0.9260737233682786,0.6987
0.08891220873381192,0.9260860208442218,0.698
0.08891220873381192,0.9261044670581363,0.6978
0.08891220873381192,0.9261290620100224,0.6973
0.08891220873381192,0.9261659544378517,0.697
0.08891220873381192,0.9261844006517662,0.6963
0.08893605857521047,0.9262028468656808,0.696
0.08893605857521047,0.9262520367694531,0.6953
0.08895990841660903,0.9262581855074246,0.695
0.08898375825800758,0.9262766317213392,0.6943
0.08898375825800758,0.9263196728871399,0.694
0.08898375825800758,0.9263504165769976,0.6934
0.08903145794080469,0.9263627140529407,0.693
0.08903145794080469,0.9263750115288837,0.6924
0.08903145794080469,0.9264610938604851,0.6914
0.08903145794080469,0.9264733913364283,0.691
0.08903145794080469,0.9265225812402005,0.6904
0.08905530778220325,0.9265348787161435,0.69
0.08910300746500036,0.9265533249300582,0.6895
0.08912685730639891,0.9265779198819443,0.689
0.08917455698919602,0.9265902173578873,0.6885
0.08917455698919602,0.9266086635718019,0.688
0.08917455698919602,0.9266209610477449,0.6875
0.08917455698919602,0.9266578534755742,0.687
0.08919840683059457,0.9266885971654318,0.6865
0.08919840683059457,0.9267193408552894,0.686
0.08922225667199313,0.9267439358071756,0.6855
0.08922225667199313,0.9267562332831186,0.685
0.08926995635479024,0.9267808282350047,0.684
0.08929380619618879,0.9268054231868909,0.6836
0.08936535572038445,0.926817720662834,0.683
0.08936535572038445,0.9268546130906632,0.682
0.08936535572038445,0.9269161004703784,0.681
0.08936535572038445,0.9269406954222645,0.6807
0.08938920556178301,0.9269529928982077,0.68
0.08938920556178301,0.9269591416361792,0.6797
0.08938920556178301,0.9269837365880653,0.6787
0.08938920556178301,0.927014480277923,0.678
0.08941305540318156,0.9270452239677807,0.6777
0.08941305540318156,0.9270575214437237,0.6772
0.08941305540318156,0.9270759676576382,0.677
0.08943690524458012,0.9271067113474959,0.6763
0.08946075508597867,0.927119008823439,0.676
0.08946075508597867,0.9271251575614106,0.6753
0.08948460492737724,0.9271559012512681,0.675
